CATEGORIA,NOME ,PRODUTTORE,ANNO,PROVENIENZA,FORNITORE,ACQUISTO,VENDITA,Q.tà,MAGAZZINO,,,,,,,,
,Villa Antinori Rosso,Antinori,,Toscana,,"€ 10,00","€ 13,00",30,"€ 300,00",,,,,,,,
,Vin santo tenute del marchese,Antinori,,Toscana,,"€ 14,50","€ 18,85",0,"€ 0,00",,,,,,,,
,VinSanto Santo Cristina,Antinori,,Toscana,,"€ 9,20","€ 11,96",0,"€ 0,00",,,,,,,,
,Vivia Vermentino,Antinori,,Toscana,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Bramito Sala Chardonnay,Antinori,,Umbria,,"€ 11,70","€ 15,21",6,"€ 70,20",,,,,,,,
,Bramito Sala Chardonnay mezze,Antinori,,Umbria,,"€ 4,60","€ 5,98",0, ,,,,,,,,
,Cervaro della Sala  Magnum -'17,Antinori,,Umbria,,"€ 62,10","€ 80,73",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '10,Antinori,,Umbria,,"€ 24,90","€ 32,37",0,"€ 0,00",,,,,,,,
,Cervaro della sala '15,Antinori,,Umbria,,"€ 24,90","€ 32,37",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '16,Antinori,,Umbria,,"€ 24,90","€ 32,37",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '17,Antinori,,Umbria,,"€ 27,00","€ 35,10",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '18,Antinori,,Umbria,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '19,Antinori,,Umbria,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '20,Antinori,,Umbria,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Cervaro della sala '21,Antinori,,Umbria,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Cervaro della Sala '22,Antinori,,Umbria,,"€ 35,00","€ 45,50",0,"€ 0,00",,,,,,,,
,Cervaro della Sala mezze,Antinori,,Umbria,,"€ 14,35","€ 18,66",0,"€ 0,00",,,,,,,,
,Muffato della Sala,Antinori,,Umbria,,"€ 23,00","€ 29,90",12,"€ 276,00",,,,,,,,
,Nibbio,Antinori,,Umbria,,"€ 120,00","€ 156,00",0,"€ 0,00",,,,,,,,
,Orvieto san Giovanni,Antinori,,Umbria,,"€ 6,70","€ 8,71",0,"€ 0,00",,,,,,,,
,Orvieto san Giovanni mg,Antinori,,Umbria,,"€ 14,50","€ 18,85",0,"€ 0,00",,,,,,,,
,Amarone Cà Coato,Antolini,,Veneto,,"€ 22,00","€ 28,60",0,"€ 0,00",,,,,,,,
,Amarone Moropio ,Antolini,,Veneto,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Valpolicella Ripasso,Antolini,,Veneto,,"€ 8,50","€ 11,05",0,"€ 0,00",,,,,,,,
,Rosso di montefalco '05,Antonelli,,Umbria,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Sagrantino '04,Antonelli,,Umbria,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Cabernet Franc ,Anzelin,,F/G,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Friulano,Anzelin,,F/G,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Pinot Bianco,Anzelin,,F/G,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Pinot Grigio ,Anzelin,,F/G,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Sauvignon,Anzelin,,F/G,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Gattinara 2019,Anzivino,,Piemonte,,"€ 15,90","€ 20,67",0,"€ 0,00",,,,,,,,
,Fiamma Inferno,Ar.Pe.PE,,Lombardia,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Dosaggio Zero,Arcari,,Franciacorta,,"€ 16,50","€ 21,45",0,"€ 0,00",,,,,,,,
,Chianti cl. Riserva,Arceno,,Toscana,,"€ 11,00","€ 14,00",0,"€ 0,00",,,,,,,,
,Lambrusco cardinale grasparossa,Arceto,,Emilia Romagna,,"€ 2,65","€ 3,45",0,"€ 0,00",,,,,,,,
,Lambrusco migliolungo ,Arceto,,Emilia Romagna,,"€ 4,95","€ 6,44",6,"€ 29,70",,,,,,,,
,Argentiera ,Argentiera ,,Toscana,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Argentiera magnum '05,Argentiera ,,Toscana,,"€ 58,80","€ 76,44",0,"€ 0,00",,,,,,,,
,Poggio ai ginepri,Argentiera ,,Toscana,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Poggio ginestra,Argentiera ,,Toscana,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Villa Donaratico ,Argentiera ,,Toscana,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Brunello di montalcino '04,Argiano,,Toscana,,"€ 19,00","€ 24,70",0,"€ 0,00",,,,,,,,
,Angialis '02 Argiolas,Argiolas,,Sardegna,,"€ 19,30","€ 25,09",0,"€ 0,00",,,,,,,,
,Cannonau Costera  Argiolas,Argiolas,,Sardegna,,"€ 6,25","€ 8,13",0,"€ 0,00",,,,,,,,
,Cannonau Senes,Argiolas,,Sardegna,,"€ 12,70","€ 16,51",0,"€ 0,00",,,,,,,,
,Korem '20,Argiolas,,Sardegna,,"€ 17,50","€ 22,75",0,"€ 0,00",,,,,,,,
,Turriga '17,Argiolas,,Sardegna,,"€ 50,50","€ 65,65",0,"€ 0,00",,,,,,,,
,Turriga '19,Argiolas,,Sardegna,,"€ 57,00","€ 74,10",0,"€ 0,00",,,,,,,,
,Turriga '21,Argiolas,,Sardegna,,"€ 57,00","€ 74,10",0,"€ 0,00",,,,,,,,
,Vermentino Costamolino,Argiolas,,Sardegna,,"€ 4,90","€ 6,37",0,"€ 0,00",,,,,,,,
,Arici D.Z,Arici,,Lombardia,,"€ 13,50","€ 17,55",0,"€ 0,00",,,,,,,,
,Arici D.Z magnum,Arici,,Lombardia,,"€ 31,00","€ 40,30",0,"€ 0,00",,,,,,,,
,Arici D.Z rosato,Arici,,Lombardia,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Grillo ,Arini,,Sicilia,,"€ 6,80","€ 8,84",24,"€ 163,20",,,,,,,,
,Marsala dolce,Arini,,Sicilia,,"€ 11,00","€ 14,30",24,"€ 264,00",,,,,,,,
,Marsala secco,Arini,,Sicilia,,"€ 11,00","€ 14,30",12,"€ 132,00",,,,,,,,
,Marsala Soleras Vergine,Arini,,Sicilia,,"€ 20,00","€ 26,00",6,"€ 120,00",,,,,,,,
,Moscato liquoroso,Arini,,Sicilia,,"€ 8,00","€ 10,40",24,"€ 192,00",,,,,,,,
,"Passito naturale ""donna Terina""",Arini,,Sicilia,,"€ 16,00","€ 20,80",0,"€ 0,00",,,,,,,,
,Stravecchio del Baglio,Arini,,Sicilia,,"€ 25,00","€ 32,50",12,"€ 300,00",,,,,,,,
,Zibibbo secco,Arini,,Sicilia,,"€ 7,00","€ 9,10",30,"€ 210,00",,,,,,,,
,Trento Brut,Armani Albino,,Trentino,,"€ 14,00","€ 0,00",0,"€ 0,00",,,,,,,,
,Negroamaro 05,Arnolfini,,Puglia,,"€ 4,25","€ 5,53",0,"€ 0,00",,,,,,,,
,Memoires de la vigne,Arnould michel,,Champagne,,"€ 40,00","€ 52,00",0,"€ 0,00",,,,,,,,
,Pigato 20,Aschero,,Liguria,,"€ 12,50","€ 16,25",24,"€ 300,00",,,,,,,,
,Rosato,Aschero,,Liguria,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Rossese ,Aschero,,Liguria,,"€ 11,50","€ 14,95",6,"€ 69,00",,,,,,,,
,Vermentino ligure,Aschero,,Liguria,,"€ 11,50","€ 14,95",0,"€ 0,00",,,,,,,,
,Chardonnay '11,Attems,,Friuli,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Cicinis '09,Attems,,Friuli,,"€ 6,60","€ 8,58",0,"€ 0,00",,,,,,,,
,Friulano,Attems,,Friuli,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Merlot,Attems,,Friuli,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Pinot Bianco,Attems,,Friuli,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Pinot Grigio '09,Attems,,Friuli,,"€ 4,40","€ 5,72",0,"€ 0,00",,,,,,,,
,Refosco '04,Attems,,Friuli,,"€ 4,90","€ 6,37",0,"€ 0,00",,,,,,,,
,Ribolla gialla '11 Attems,Attems,,Friuli,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Santo Spirito,Attems,,Friuli,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Sauvignon,Attems,,Friuli,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Rosè,Aubry,,Champagne,,"€ 24,10","€ 31,33",0,"€ 0,00",,,,,,,,
,Toroo Desiderio 2012,Avignonesi,,Toscana,,"€ 23,00","€ 0,00",0,"€ 0,00",,,,,,,,
,50&50,Avignonesi,,Toscana,,"€ 77,00","€ 100,10",0,"€ 0,00",,,,,,,,
,50&50 2011 magnum,Avignonesi,,Toscana,,"€ 144,00","€ 187,20",0,"€ 0,00",,,,,,,,
,50&50 2013,Avignonesi,,Toscana,,"€ 65,00","€ 84,50",0,"€ 0,00",,,,,,,,
,Moscato Passito '03,Avignonesi,,Toscana,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Nobile di montepulciano G.Annate '07,Avignonesi,,Toscana,,"€ 35,00","€ 45,50",0,"€ 0,00",,,,,,,,
,Nobile montepulciano,Avignonesi,,Toscana,,"€ 12,50","€ 16,25",0,"€ 0,00",,,,,,,,
,Tokay Royla 6 putt.,Avignonesi,,Toscana,,"€ 29,90","€ 38,87",0,"€ 0,00",,,,,,,,
,"Vin Santo '04 cl,0,375",Avignonesi,,Toscana,,"€ 100,00","€ 130,00",0,"€ 0,00",,,,,,,,
,Vin Santo Occhio di pernice,Avignonesi,,Toscana,,"€ 130,00","€ 169,00",0,"€ 0,00",,,,,,,,
,Welik tronkemborg,Avignonesi,,Toscana,,"€ 25,85","€ 33,61",0,"€ 0,00",,,,,,,,
,Ayala Majeur magnum,Ayala,,Champagne,,"€ 46,00","€ 59,80",0,"€ 0,00",,,,,,,,
,Ayala nature,Ayala,,Champagne,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Rosè ,Ayala,,Champagne,,"€ 26,00","€ 33,80",0,"€ 0,00",,,,,,,,
,Malvasia spumante secca,Bacchini,,Emilia Romagna,,"€ 2,40","€ 3,12",0,"€ 0,00",,,,,,,,
,Chianti classico '09,Badia Coldibuono,,Toscana,,"€ 7,30","€ 9,49",0,"€ 0,00",,,,,,,,
,Chianti classico cancelli '03,Badia Coldibuono,,Toscana,,"€ 3,30","€ 4,29",0,"€ 0,00",,,,,,,,
,Chianti classico ris. 08,Badia Coldibuono,,Toscana,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Chianti 2018,Badia di Morrona,,Toscana,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Chianti riserva 2017,Badia di Morrona,,Toscana,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Terre Vigna Alta,Badia di Morrona,,Toscana,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Barbaresco Asili,Baio,,Piemonte,,"€ 32,50","€ 42,25",0,"€ 0,00",,,,,,,,
,Barbaresco Asili magnum,Baio,,Piemonte,,"€ 77,00","€ 100,10",0,"€ 0,00",,,,,,,,
,Barbaresco Marcarini,Baio,,Piemonte,,"€ 19,00","€ 24,70",0,"€ 0,00",,,,,,,,
,Barbaresco Pora magnum,Baio,,Piemonte,,"€ 52,00","€ 67,60",0,"€ 0,00",,,,,,,,
,Barbaresco Valgrande,Baio,,Piemonte,,"€ 23,10","€ 30,03",0,"€ 0,00",,,,,,,,
,Barbaresco Valgrande magnum,Baio,,Piemonte,,"€ 63,00","€ 81,90",2,"€ 126,00",,,,,,,,
,Barbera Paolina,Baio,,Piemonte,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Dolcetto ,Baio,,Piemonte,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Nebbiolo,Baio,,Piemonte,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Trento D.Z Chardonnay,Baldessari Picchio Verd,,Trentino,,"€ 12,50","€ 16,25",0,"€ 0,00",,,,,,,,
,Crano Shiraz,Baldetti,,Toscana,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Valtellina Sforzato Solstizio,Balgera,,Lombardia,,"€ 35,50","€ 46,15",0,"€ 0,00",,,,,,,,
,Sangiovese Ris. Redinoce '09,Balia di Zola,,Trentino,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Balter Brut,Balter,,Trentino,,"€ 9,95","€ 12,94",0,"€ 0,00",,,,,,,,
,Balter Riserva mill.,Balter,,Trentino,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Balter rosato,Balter,,Trentino,,"€ 12,70","€ 16,51",0,"€ 0,00",,,,,,,,
,Lambrusco Grasparossa,Balugani,,Emilia Romagna,,"€ 4,00","€ 5,20",0,"€ 0,00",,,,,,,,
,Brachetto rosa Reale,Banfi,,Piemonte,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Brunello di montalc. Poggio alle Mura '01,Banfi,,Toscana,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Brunello di montalcino '16,Banfi,,Toscana,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '18,Banfi,,Toscana,,"€ 19,00","€ 24,70",0,"€ 0,00",,,,,,,,
,Brunello di montalcino '19,Banfi,,Toscana,,"€ 20,50","€ 26,65",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino '20,Banfi,,Toscana,,"€ 20,00","€ 26,00",42,"€ 840,00",,,,,,,,
,Brunello di Montalcino Marrucheto,Banfi,,Toscana,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino Poggio all'oro'99,Banfi,,Toscana,,"€ 40,00","€ 52,00",0,"€ 0,00",,,,,,,,
,Brunello PAM riserva 2016,Banfi,,Toscana,,"€ 48,00","€ 62,40",0,"€ 0,00",,,,,,,,
,Brunello Poggio alle Mura '10riserva,Banfi,,Toscana,,"€ 40,00","€ 52,00",0,"€ 0,00",,,,,,,,
,Col di Sasso,Banfi,,Toscana,,"€ 3,50","€ 4,55",0,"€ 0,00",,,,,,,,
,Cum Laude ,Banfi,,Toscana,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Excelsius '13,Banfi,,Toscana,,"€ 20,00","€ 26,00",0,"€ 0,00",,,,,,,,
,Fontanelle,Banfi,,Toscana,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Fumaio IGT,Banfi,,Toscana,,"€ 2,70","€ 3,51",0,"€ 0,00",,,,,,,,
,Le Rime,Banfi,,Toscana,,"€ 2,70","€ 3,51",0,"€ 0,00",,,,,,,,
,Mandrielle '04,Banfi,,Toscana,,"€ 9,00","€ 11,70",0,"€ 0,00",,,,,,,,
,Moscadello di Montalcino florus,Banfi,,Toscana,,"€ 9,80","€ 12,74",0,"€ 0,00",,,,,,,,
,Rosso di Montalcino,Banfi,,Toscana,,"€ 5,50","€ 7,15",0,"€ 0,00",,,,,,,,
,Rosso di Montalcino poggio alle mura,Banfi,,Toscana,,"€ 7,20","€ 9,36",0,"€ 0,00",,,,,,,,
,Summus '07,Banfi,,Toscana,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Barbaresco Serraboella 2011,Barale,,Piemonte,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Barolo 1985 castellero,Barale,,Piemonte,,"€ 78,00","€ 101,40",0,"€ 0,00",,,,,,,,
,Barolo 1999 Bussia,Barale,,Piemonte,,"€ 68,00","€ 88,40",0,"€ 0,00",,,,,,,,
,Barolo Bussia 1995,Barale,,Piemonte,,"€ 68,00","€ 88,40",0,"€ 0,00",,,,,,,,
,Barolo Bussia 2008,Barale,,Piemonte,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,barolo Bussia 2013,Barale,,Piemonte,,"€ 25,00","€ 32,50",0,"€ 0,00",,,,,,,,
,Barolo Bussia riserva 2010,Barale,,Piemonte,,"€ 30,00","€ 39,00",0,"€ 0,00",,,,,,,,
,Barolo Cannubi 2006,Barale,,Piemonte,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Barolo Castellero 2010,Barale,,Piemonte,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,barolo castellero 2013,Barale,,Piemonte,,"€ 23,00","€ 29,90",0,"€ 0,00",,,,,,,,
,Barolo vendemmia 2012,Barale,,Piemonte,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Barolo vendemmia 2013,Barale,,Piemonte,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Nebbiolo Langhe,Barale,,Piemonte,,"€ 8,10","€ 10,53",0,"€ 0,00",,,,,,,,
,Barbera d'Alba Castlè,Barale ,,Piemonte,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Calcaia ,Barberani,,Umbria,,"€ 15,50","€ 20,15",0,"€ 0,00",,,,,,,,
,Moscato vendemmia tardivo,Barberani,,Umbria,,"€ 15,50","€ 20,15",0,"€ 0,00",,,,,,,,
,Brunello Colombini,Barbi,,Toscana,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Brunello Vigna del Fiore,Barbi,,Toscana,,"€ 32,00","€ 41,60",0,"€ 0,00",,,,,,,,
,Lambrusco grasparossa,Barbolini,,Emilia Romagna,,"€ 3,10","€ 4,03",0,"€ 0,00",,,,,,,,
,lambrusco Nero di Nero,Barbolini,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Visages Rose,Baricchi,,Piemonte,,"€ 13,60","€ 17,68",0,"€ 0,00",,,,,,,,
,Brunello di Montalcino ,Baricci,,Toscana,,"€ 34,00","€ 44,20",3,"€ 102,00",,,,,,,,
,Rosso di Montalcino,Baricci,,Toscana,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Franciacorta Brut,Bariselli,,Lombardia,,"€ 12,50","€ 16,25",0,"€ 0,00",,,,,,,,
,Franciacorta Saten,Bariselli,,Lombardia,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Franciacorta Brut,Bariselli F.lli,,Lombardia,,"€ 14,30","€ 18,59",0,"€ 0,00",,,,,,,,
,Franciacorta non dosato,Bariselli F.lli,,Lombardia,,"€ 17,80","€ 23,14",0,"€ 0,00",,,,,,,,
,Franciacorta Rosè,Bariselli F.lli,,Lombardia,,"€ 18,60","€ 24,18",0,"€ 0,00",,,,,,,,
,Chardonnay '03,Barollo,,Veneto,,"€ 9,80","€ 12,74",0,"€ 0,00",,,,,,,,
,Merlot '03,Barollo,,Veneto,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Pinot Grigio '05,Barollo,,Veneto,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Dynamis Riesling,Barone de Pauli,,Alto Adige,,"€ 15,50","€ 20,15",0,"€ 0,00",,,,,,,,
,Enosi '08,Barone de Pauli,,Alto Adige,,"€ 7,80","€ 10,14",0,"€ 0,00",,,,,,,,
,Exil Gewurztraminer,Barone de Pauli,,Alto Adige,,"€ 10,50","€ 13,65",0,"€ 0,00",,,,,,,,
,Exilissi Gewurztraminer '05,Barone de Pauli,,Alto Adige,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Lago di Caldaro '06,Barone de Pauli,,Alto Adige,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,moscato di Pantelleria,Basile,,Sicilia,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Moscato secco sora luna,Basile,,Sicilia,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Basilisco '04,Basilisco,,Basilicata,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Lambrusco Grasparossa Ciacaron,Bassoli,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Lambrusco Sorbara Manfreina,Bassoli,,Emilia Romagna,,"€ 4,50","€ 5,85",0,"€ 0,00",,,,,,,,
,Refosco ,Bastianich,,Friuli,,"€ 5,90","€ 7,67",0,"€ 0,00",,,,,,,,
,Ribolla gialla,Bastianich,,Friuli,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Tocai Friuli,Bastianich,,Friuli,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Vespa rosso,Bastianich,,Friuli,,"€ 17,00","€ 22,10",6,"€ 102,00",,,,,,,,
,Vespa uvaggio bianco,Bastianich,,Friuli,,"€ 14,60","€ 18,98",18,"€ 262,80",,,,,,,,
,Barolo Brunate 2016,Batasiolo,,Piemonte,,"€ 28,00","€ 36,40",6,"€ 168,00",,,,,,,,
,Barolo Bussia 2016,Batasiolo,,Piemonte,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Barolo Cerequio 2016,Batasiolo,,Piemonte,,"€ 28,00","€ 36,40",6,"€ 168,00",,,,,,,,
,Barolo Chinato,Batasiolo,,Piemonte,,"€ 16,50","€ 21,45",0,"€ 0,00",,,,,,,,
,Nebbiolo ,Batasiolo,,Piemonte,,"€ 8,10","€ 10,53",0,"€ 0,00",,,,,,,,
,Spumante ,Batasiolo,,Piemonte,,"€ 13,00","€ 16,90",0,"€ 0,00",,,,,,,,
,Marzemino,Battistotti,,Trentino,,"€ 5,40","€ 7,02",0,"€ 0,00",,,,,,,,
,Pecorino giocheremo con i fiori,Beati,,Abruzzo,,"€ 6,00","€ 7,80",0,"€ 0,00",,,,,,,,
,Champagne brut 2006,Beaufort,,Francia,,"€ 97,50","€ 126,75",0,"€ 0,00",,,,,,,,
,Amarone ,Begali,,Veneto,,"€ 19,00","€ 24,70",0,"€ 0,00",,,,,,,,
,Amarone riserva Cà bianca,Begali,,Veneto,,"€ 29,40","€ 38,22",0,"€ 0,00",,,,,,,,
,Valpolicella Ripassa ,Begali,,Veneto,,"€ 7,00","€ 9,10",0,"€ 0,00",,,,,,,,
,Alta Langa nature ,Bel Colle,,Piemonte,,"€ 14,00","€ 18,20",0,"€ 0,00",,,,,,,,
,Arneis ,Bel Colle,,Piemonte,,"€ 7,00","€ 9,10",18,"€ 126,00",,,,,,,,
,Barbaresco Pajorè,Bel Colle,,Piemonte,,"€ 20,00","€ 26,00",24,"€ 480,00",,,,,,,,
,Barbera d'Asti,Bel Colle,,Piemonte,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Barolo Monvigliero 2008,Bel Colle,,Piemonte,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Barolo Monvigliero 2020,Bel Colle,,Piemonte,,"€ 25,00","€ 32,50",0,"€ 0,00",,,,,,,,
,Barolo Riserva 2012,Bel Colle,,Piemonte,,"€ 15,00","€ 19,50",0,"€ 0,00",,,,,,,,
,Barolo Riserva 2014,Bel Colle,,Piemonte,,"€ 18,00","€ 23,40",0,"€ 0,00",,,,,,,,
,Barolo riserva magnum 2014,Bel Colle,,Piemonte,,"€ 28,00","€ 36,40",0,"€ 0,00",,,,,,,,
,Barolo riserva Monvigliero 2017,Bel Colle,,Piemonte,,"€ 46,00","€ 59,80",0,"€ 0,00",,,,,,,,
,Chardonnay ,Bel Colle,,Piemonte,,"€ 5,20","€ 6,76",0,"€ 0,00",,,,,,,,
,Favorita,Bel Colle,,Piemonte,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Langhe Rosato,Bel Colle,,Piemonte,,"€ 4,80","€ 6,24",0,"€ 0,00",,,,,,,,
,Nascetta,Bel Colle,,Piemonte,,"€ 4,60","€ 5,98",0,"€ 0,00",,,,,,,,
,Nebbiolo,Bel Colle,,Piemonte,,"€ 8,00","€ 10,40",0,"€ 0,00",,,,,,,,
,Nebbiolo Rosato,Bel Colle,,Piemonte,,"€ 4,60","€ 5,98",0,"€ 0,00",,,,,,,,
,Pelaverga ,Bel Colle,,Piemonte,,"€ 6,50","€ 8,45",0,"€ 0,00",,,,,,,,
,Spumante extra brut ,Bel Colle,,Piemonte,,"€ 7,50","€ 9,75",0,"€ 0,00",,,,,,,,
,Prosecco ColFondo,BeleCasel,,Veneto,,"€ 5,00","€ 6,50",0,"€ 0,00",,,,,,,,
,Esino Bianco,Belisario,,Marche,,"€ 2,10","€ 2,73",0,"€ 0,00",,,,,,,,
,Esino Rosso,Belisario,,Marche,,"€ 2,20","€ 2,86",0,"€ 0,00",,,,,,,,
,Lacrima di Morro,Belisario,,Marche,,"€ 4,10","€ 5,33",0,"€ 0,00",,,,,,,,
,Verdicchio Matelica cambrugiano,Belisario,,Marche,,"€ 8,22","€ 10,69",0,"€ 0,00",,,,,,,,
,Verdicchio vigneto del Cerro,Belisario,,Marche,,"€ 4,30","€ 5,59",0,"€ 0,00",,,,,,,,
,Sagrantino Montefalco,Bellafonte,,Umbria,,"€ 21,00","€ 27,30",0,"€ 0,00",,,,,,,,
,Brut nature ,Bellaveder,,Trentino,,"€ 12,00","€ 15,60",0,"€ 0,00",,,,,,,,
,Bellavista Alma,Bellavista,,Lombardia,,"€ 18,70","€ 24,31",0,"€ 0,00",,,,,,,,
,Bellavista Alma  non dosato mgm,Bellavista,,Lombardia,,"€ 40,00","€ 52,00",0,"€ 0,00",,,,,,,,
,Bellavista Alma non dosato,Bellavista,,Lombardia,,"€ 19,10","€ 24,83",6,"€ 114,60",,,,,,,,
,Bellavista Alma rosato,Bellavista,,Lombardia,,"€ 21,80","€ 28,34",0,"€ 0,00",,,,,,,,
,Bellavista Assemblage II,Bellavista,,Lombardia,,"€ 19,70","€ 25,61",6,"€ 118,20",,,,,,,,
,Bellavista brut mezze,Bellavista,,Lombardia,,"€ 11,40","€ 14,82",0,"€ 0,00",,,,,,,,
,Bellavista jeroboam,Bellavista,,Lombardia,,"€ 125,00","€ 162,50",0,"€ 0,00",,,,,,,,
,Bellavista Millesimato Scala,Bellavista,,Lombardia,,"€ 25,40","€ 33,02",12,"€ 304,80",,,,,,,,
,Bellavista pas operè,Bellavista,,Lombardia,,"€ 38,20","€ 49,66",0,"€ 0,00",,,,,,,,
,Bellavista Rosè,Bellavista,,Lombardia,,"€ 34,00","€ 44,20",0,"€ 0,00",,,,,,,,
,Bellavista Rosè magnum,Bellavista,,Lombardia,,"€ 51,00","€ 66,30",0,"€ 0,00",,,,,,,,
,Bellavista Saten,Bellavista,,Lombardia,,"€ 32,70","€ 42,51",0,"€ 0,00",,,,,,,,
,Bianco Curtefranca ,Bellavista,,Lombardia,,"€ 6,90","€ 8,97",0,"€ 0,00",,,,,,,,
,Brut Alma magnum ,Bellavista,,Lombardia,,"€ 40,00","€ 52,00",4,"€ 160,00",,,,,,,,
,La Scala Millesimato magnum,Bellavista,,Lombardia,,"€ 51,00","€ 66,30",6,"€ 306,00",,,,,,,,
,Vittorio Moretti '16,Bellavista,,Lombardia,,"€ 65,00","€ 84,50",4,"€ 260,00",,,,,,,,
