NOME,PRODUTTORE,ANNO,PROVENIENZA,ACQUISTO,VENDITA,Q.tà,MAGAZZINO
BANDOL PIBARNON,Bandol,,FRANCIA,"€21,50","€27,95",0,"€0,00"
BANDOLE ROSÈ,Begude,,FRANCIA,"€14,00","€18,20",0,"€0,00"
BANYULS,Baillavry Grand,,FRANCIA,"€15,90","€20,67",0,"€0,00"
BARÀ BRUT,Paul Bara',,CHAMPAGNE,"€29,60","€38,48",0,"€0,00"
BARA' ROSE',Paul Bara',,CHAMPAGNE,"€34,40","€44,72",0,"€0,00"
BARA' SPECIAL CLUB,Paul Bara',,CHAMPAGNE,"€54,00","€70,20",0,"€0,00"
BARBACARLO,Maga Lino,,LOMBARDIA,"€60,00","€78,00",2,"€120,00"
BARBARESCO,Abbona,,PIEMONTE,"€22,00","€28,60",12,"€264,00"
BARBARESCO,Ressia,,PIEMONTE,"€16,50","€21,45",0,"€0,00"
BARBARESCO,Roccalini,,PIEMONTE,"€27,00","€35,10",0,"€0,00"
BARBARESCO,Cortese,,PIEMONTE,"€19,00","€24,70",0,"€0,00"
BARBARESCO,Rocca Bruno,,PIEMONTE,"€19,50","€25,35",0,"€0,00"
BARBARESCO,Gaja,2004,PIEMONTE,"€96,00","€124,80",0,"€0,00"
BARBARESCO,Pellissero,2004,PIEMONTE,"€18,90","€24,57",0,"€0,00"
BARBARESCO,Castello Di Verduno,2008,PIEMONTE,"€11,70","€15,21",0,"€0,00"
BARBARESCO,Gaja,2008,PIEMONTE,"€78,00","€101,40",0,"€0,00"
BARBARESCO,Gaja,2012,PIEMONTE,"€89,00","€115,70",0,"€0,00"
BARBARESCO,Giacosa Falletto,2012,PIEMONTE,"€63,00","€81,90",0,"€0,00"
BARBARESCO,Gaja,2013,PIEMONTE,"€110,00","€143,00",0,"€0,00"
BARBARESCO,Gaja,2016,PIEMONTE,"€130,00","€169,00",0,"€0,00"
BARBARESCO,Gaja,2017,PIEMONTE,"€180,00","€234,00",1,"€180,00"
BARBARESCO,Gaja,2018,PIEMONTE,"€120,00","€156,00",0,"€0,00"
BARBARESCO,Gaja,2019,PIEMONTE,"€150,00","€195,00",0,"€0,00"
BARBARESCO,Massolino,2019,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBARESCO,Prod.Barbaresco,2019,PIEMONTE,"€16,20","€21,06",0,"€0,00"
BARBARESCO,Gaja,2020,PIEMONTE,"€150,00","€195,00",2,"€300,00"
BARBARESCO,Gaja,2021,PIEMONTE,"€160,00","€208,00",1,"€160,00"
BARBARESCO,Gaja,2009,PIEMONTE,"€78,00","€101,40",0,"€0,00"
BARBARESCO,Rizzi,2010,PIEMONTE,"€12,90","€16,77",0,"€0,00"
BARBARESCO,Cascina Luisin,2016,PIEMONTE,"€45,00","€58,50",0,"€0,00"
BARBARESCO,Gaja,2001,PIEMONTE,"€60,00","€78,00",0,"€0,00"
BARBARESCO ALBESANI,Prinsi,,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBARESCO ALBESANI,Massolino,2019,PIEMONTE,"€36,00","€46,80",0,"€0,00"
BARBARESCO ASILI,Baio,,PIEMONTE,"€32,50","€42,25",0,"€0,00"
BARBARESCO ASILI,Giacosa Falletto,2015,PIEMONTE,"€80,00","€104,00",0,"€0,00"
BARBARESCO ASILI,Prod.Barbaresco,2016,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBARESCO ASILI,Prod.Barbaresco,2017,PIEMONTE,"€26,00","€33,80",0,"€0,00"
BARBARESCO ASILI,Prod.Barbaresco,2020,PIEMONTE,"€30,00","€39,00",0,"€0,00"
BARBARESCO ASILI MAGNUM,Baio,,PIEMONTE,"€77,00","€100,10",0,"€0,00"
BARBARESCO BASARIN,Adriano Marco E Vittorio,,PIEMONTE,"€18,00","€23,40",0,"€0,00"
BARBARESCO BOITO RISERVA,Rizzi,2009,PIEMONTE,"€19,90","€25,87",0,"€0,00"
BARBARESCO BORDINI,Cogno,,PIEMONTE,"€16,90","€21,97",0,"€0,00"
BARBARESCO BRIC BALIN,Moccagatta,2004,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBARESCO BRIC BALIN,Moccagatta,2019,PIEMONTE,"€27,00","€35,10",0,"€0,00"
BARBARESCO BRIC DI NEIVE,Rivetti Dante,2010,PIEMONTE,"€35,00","€45,50",0,"€0,00"
BARBARESCO BRIC DI NEIVE,Rivetti Dante,2013,PIEMONTE,"€19,80","€25,74",0,"€0,00"
BARBARESCO BRIC DI NEIVE RIS.,Rivetti Dante,2011,PIEMONTE,"€22,00","€28,60",0,"€0,00"
BARBARESCO BRIC-MICCA,Rivetti Dante,2015,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBARESCO BRIC-MICCA,Rivetti Dante,2016,PIEMONTE,"€14,40","€18,72",0,"€0,00"
BARBARESCO BRIC-MICCA,Rivetti Dante,2017,PIEMONTE,"€13,00","€16,90",0,"€0,00"
BARBARESCO BRIC-MICCA,Rivetti Dante,2018,PIEMONTE,"€14,00","€18,20",0,"€0,00"
BARBARESCO BRIC-MICCA,Rivetti Dante,2019,PIEMONTE,"€17,20","€22,36",0,"€0,00"
BARBARESCO BRIC-MICCA,Rivetti Dante,2021,PIEMONTE,"€17,50","€22,75",30,"€525,00"
BARBARESCO BRICCO,Rivetti Dante,1998,PIEMONTE,"€59,00","€76,70",0,"€0,00"
BARBARESCO BRICCO,Rivetti Dante,1990,PIEMONTE,"€53,00","€68,90",0,"€0,00"
BARBARESCO BRICCO,Rivetti Dante,2000,PIEMONTE,"€39,00","€50,70",0,"€0,00"
BARBARESCO BRICCO DI NEIVE RIS,Rivetti Dante,2010,PIEMONTE,"€19,80","€25,74",0,"€0,00"
BARBARESCO BRICCO DI NEIVE RIS,Rivetti Dante,2014,PIEMONTE,"€18,80","€24,44",0,"€0,00"
BARBARESCO BRICCO DI NEIVE RIS,Rivetti Dante,2015,PIEMONTE,"€17,00","€22,10",0,"€0,00"
BARBARESCO BRICCO DI NEIVE RIS.,Rivetti Dante,2011,PIEMONTE,"€37,00","€48,10",6,"€222,00"
BARBARESCO BRICCO DI NEIVE RIS.,Rivetti Dante,2018,PIEMONTE,"€23,00","€29,90",0,"€0,00"
BARBARESCO BRICCO DI NEIVE RIS17,Rivetti Dante,,PIEMONTE,"€27,00","€35,10",0,"€0,00"
BARBARESCO BRICCO RIS,Rivetti Dante,2000,PIEMONTE,"€57,00","€74,10",0,"€0,00"
BARBARESCO BRICCO RIS16 ET.STORICA,Rivetti Dante,,PIEMONTE,"€77,00","€100,10",0,"€0,00"
BARBARESCO COSTA RUSSI MG,Gaja,1996,PIEMONTE,"€135,00","€175,50",0,"€0,00"
BARBARESCO COTTÀ,Sottimano,2000,PIEMONTE,"€19,00","€24,70",0,"€0,00"
BARBARESCO CRU,Prod.Barbaresco,2019,PIEMONTE,"€28,00","€36,40",0,"€0,00"
BARBARESCO CRU MAGNUM,Prod.Barbaresco,,PIEMONTE,"€52,00","€67,60",0,"€0,00"
BARBARESCO CRU MAGNUM,Prod.Barbaresco,2019,PIEMONTE,"€58,00","€75,40",0,"€0,00"
BARBARESCO CURRÀ,Cantina Del Glicine,,PIEMONTE,"€10,50","€13,65",0,"€0,00"
BARBARESCO FAUSONI,Guido Rivella,,PIEMONTE,"€44,00","€57,20",2,"€88,00"
BARBARESCO FAUSONI,Prinsi,,PIEMONTE,"€32,50","€42,25",0,"€0,00"
BARBARESCO GAIA PRINCIPE,Prinsi,,PIEMONTE,"€17,40","€22,62",0,"€0,00"
BARBARESCO GALLINA,Prinsi,,PIEMONTE,"€30,00","€39,00",0,"€0,00"
BARBARESCO GARASSINO,Carretta,,PIEMONTE,"€9,00","€11,70",0,"€0,00"
BARBARESCO MAGNUM,Roccalini,,PIEMONTE,"€38,00","€49,40",0,"€0,00"
BARBARESCO MAGNUM,Gaja,1998,PIEMONTE,"€150,00","€195,00",0,"€0,00"
BARBARESCO MAGNUM,Gaja,1999,PIEMONTE,"€135,00","€175,50",0,"€0,00"
BARBARESCO MAGNUM SORÌ TILDIN,Gaja,,PIEMONTE,"€404,00","€525,20",0,"€0,00"
BARBARESCO MARCARINI,Baio,,PIEMONTE,"€19,00","€24,70",0,"€0,00"
BARBARESCO MARCARINI,Abbona,,PIEMONTE,"€27,00","€35,10",6,"€162,00"
BARBARESCO MARCORINO,Cantina Del Glicine,,PIEMONTE,"€11,50","€14,95",0,"€0,00"
BARBARESCO MARCORINO,Guido Rivella,,PIEMONTE,"€47,00","€61,10",4,"€188,00"
BARBARESCO MARCORINO MAGNUM,Cantina Del Glicine,,PIEMONTE,"€30,00","€39,00",0,"€0,00"
BARBARESCO MONTESTEFANO,Guido Rivella,,PIEMONTE,"€50,00","€65,00",2,"€100,00"
BARBARESCO NEIVE RIS.,Rivetti Dante,2008,PIEMONTE,"€23,00","€29,90",0,"€0,00"
BARBARESCO NERVO,Rizzi,2010,PIEMONTE,"€16,90","€21,97",0,"€0,00"
BARBARESCO PAJE,Prod.Barbaresco,2020,PIEMONTE,"€30,00","€39,00",0,"€0,00"
BARBARESCO PAJÈ,Prod.Barbaresco,2015,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBARESCO PAJÈ,Prod.Barbaresco,2016,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBARESCO PAJE VIGNE VECCHIE,Roagna,,PIEMONTE,"€147,00","€191,10",0,"€0,00"
BARBARESCO PAJORE,Rizzi,2008,PIEMONTE,"€19,90","€25,87",0,"€0,00"
BARBARESCO PAJORÈ,Bel Colle,,PIEMONTE,"€20,00","€26,00",18,"€360,00"
BARBARESCO PALAZZINA,Montaribaldi,2018,PIEMONTE,"€10,90","€14,17",24,"€261,60"
BARBARESCO PORA,Prod.Barbaresco,2017,PIEMONTE,"€26,00","€33,80",0,"€0,00"
BARBARESCO PORA MAGNUM,Baio,,PIEMONTE,"€52,00","€67,60",0,"€0,00"
BARBARESCO PRODUTTORI CRU',Prod.Barbaresco,2009,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBARESCO PRODUTTORI CRU' ',Prod.Barbaresco,,PIEMONTE,"€22,00","€28,60",0,"€0,00"
BARBARESCO RABAJA,Cortese,,PIEMONTE,"€29,00","€37,70",0,"€0,00"
BARBARESCO RABAJA,Castello Di Verduno,2007,PIEMONTE,"€16,20","€21,06",0,"€0,00"
BARBARESCO RABAJA,Rocca Bruno,2009,PIEMONTE,"€36,00","€46,80",0,"€0,00"
BARBARESCO RABAJA,Prod.Barbaresco,2017,PIEMONTE,"€26,00","€33,80",0,"€0,00"
BARBARESCO RABAJA,Prod.Barbaresco,2020,PIEMONTE,"€30,00","€39,00",0,"€0,00"
BARBARESCO RABAJÀ,Prod.Barbaresco,2016,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBARESCO RABAJA MAGNUM,Prod.Barbaresco,2020,PIEMONTE,"€62,00","€80,60",0,"€0,00"
BARBARESCO RABAJA MAGNUM,Prod.Barbaresco,2017,PIEMONTE,"€54,00","€70,20",0,"€0,00"
BARBARESCO RICU,Montaribaldi,2016,PIEMONTE,"€15,00","€19,50",0,"€0,00"
BARBARESCO RIO SORDO,Montaribaldi,,PIEMONTE,"€28,00","€36,40",0,"€0,00"
BARBARESCO RIS ASILI,Giacosa Falletto,2004,PIEMONTE,"€100,00","€130,00",0,"€0,00"
BARBARESCO RIS ASILI,Giacosa Falletto,2014,PIEMONTE,"€170,00","€221,00",0,"€0,00"
BARBARESCO RIS ASILI,Giacosa Falletto,2015,PIEMONTE,"€170,00","€221,00",0,"€0,00"
BARBARESCO RIS ASILI,Giacosa Falletto,2016,PIEMONTE,"€220,00","€286,00",3,"€660,00"
BARBARESCO RIS ASILI,Giacosa Falletto,2011,PIEMONTE,"€140,00","€182,00",0,"€0,00"
BARBARESCO RIS.,Roccalini,,PIEMONTE,"€35,00","€45,50",0,"€0,00"
BARBARESCO RIS.S.STEFANO,Castello Di Neive,,PIEMONTE,"€33,50","€43,55",0,"€0,00"
BARBARESCO RISERVA,Cortese,2011,PIEMONTE,"€50,00","€65,00",0,"€0,00"
BARBARESCO RISERVA,Cortese,2013,PIEMONTE,"€60,00","€78,00",0,"€0,00"
BARBARESCO RIVETTI,Rivetti Dante,2020,PIEMONTE,"€21,00","€27,30",0,"€0,00"
BARBARESCO S.STEFANO,Castello Di Neive,2014,PIEMONTE,"€23,80","€30,94",0,"€0,00"
BARBARESCO SAN GIULIANO,Manzone Paolo,,PIEMONTE,"€16,90","€21,97",0,"€0,00"
BARBARESCO SERRA BOELLA,Cigliutti,,PIEMONTE,"€28,50","€37,05",0,"€0,00"
BARBARESCO SERRABOELLA,Barale,2011,PIEMONTE,"€15,00","€19,50",0,"€0,00"
BARBARESCO SORI,Montaribaldi,,PIEMONTE,"€14,00","€18,20",6,"€84,00"
BARBARESCO VALGRANDE,Baio,,PIEMONTE,"€23,10","€30,03",0,"€0,00"
BARBARESCO VALGRANDE MAGNUM,Baio,,PIEMONTE,"€63,00","€81,90",2,"€126,00"
BARBARESCO VANOTU,Pellissero,2004,PIEMONTE,"€23,40","€30,42",0,"€0,00"
BARBARESCO VIE ERTE,Cigliutti,,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBARESCO VIGNETO GALLINA,La Spinetta,2000,PIEMONTE,"€50,00","€65,00",0,"€0,00"
BARBARESCO VIGNETO STARDERI,La Spinetta,2003,PIEMONTE,"€50,00","€65,00",0,"€0,00"
BARBARESCO VIGNETO STARDERI,La Spinetta,2001,PIEMONTE,"€50,00","€65,00",0,"€0,00"
BARBARESCO VIGNETO STARDERI,La Spinetta,2000,PIEMONTE,"€50,00","€65,00",0,"€0,00"
BARBAZZALE BIANCO,Cottanera,,SICILIA,"€6,00","€7,80",0,"€0,00"
BARBERA,Ghedini,,EMILIA ROMAGNA,"€5,50","€7,15",0,"€0,00"
BARBERA,Tizzano,,EMILIA ROMAGNA,"€4,00","€5,20",0,"€0,00"
BARBERA,Fenocchio,,PIEMONTE,"€10,00","€13,00",0,"€0,00"
BARBERA,Giacosa Falletto,,PIEMONTE,"€9,00","€11,70",0,"€0,00"
BARBERA,Mascarello B.,,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBERA,Bersano,,PIEMONTE,"€2,00","€2,60",0,"€0,00"
BARBERA,Camerano,,PIEMONTE,"€12,00","€15,60",24,"€288,00"
BARBERA,Fortemasso,,PIEMONTE,"€11,00","€14,30",0,"€0,00"
BARBERA,Massolino,,PIEMONTE,"€7,20","€9,36",0,"€0,00"
BARBERA,Montaribaldi,,PIEMONTE,"€8,80","€11,44",0,"€0,00"
"BARBERA ""CODAMONTE"" MAGNUM",Mascarello G.,2015,PIEMONTE,"€80,00","€104,00",2,"€160,00"
BARBERA ANCESTRALE,Ghedini,,EMILIA ROMAGNA,"€2,70","€3,51",0,"€0,00"
BARBERA AVES,Burlotto,,PIEMONTE,"€13,00","€16,90",0,"€0,00"
BARBERA BRICCO,La Tenaglia,,PIEMONTE,"€6,40","€8,32",0,"€0,00"
BARBERA BRICCO UCCELLONE,Giacomo Bologna,2018,PIEMONTE,"€35,00","€45,50",0,"€0,00"
BARBERA CAMPASS,Cigliutti,,PIEMONTE,"€12,00","€15,60",0,"€0,00"
BARBERA CASCINA FRANCIA,Conterno Gia.,,PIEMONTE,"€18,00","€23,40",0,"€0,00"
BARBERA CONCA DEL GRILLO,Bolmida,,PIEMONTE,"€6,50","€8,45",0,"€0,00"
BARBERA COSTAMIOLE,Prunotto,2013,PIEMONTE,"€16,50","€21,45",0,"€0,00"
BARBERA D'ALBA,Abbona,,PIEMONTE,"€12,00","€15,60",30,"€360,00"
BARBERA D'ALBA,Amalia,,PIEMONTE,"€7,00","€9,10",0,"€0,00"
BARBERA D'ALBA,Benevelli,,PIEMONTE,"€8,50","€11,05",0,"€0,00"
BARBERA D'ALBA,Boschis,,PIEMONTE,"€10,00","€13,00",12,"€120,00"
BARBERA D'ALBA,Burlotto,,PIEMONTE,"€9,50","€12,35",0,"€0,00"
BARBERA D'ALBA,Cortese,,PIEMONTE,"€11,00","€14,30",0,"€0,00"
BARBERA D'ALBA,Patrone,,PIEMONTE,"€8,20","€10,66",18,"€147,60"
BARBERA D'ALBA,Rinaldi Giuseppe,,PIEMONTE,"€10,00","€13,00",0,"€0,00"
BARBERA D'ALBA,Terre Di Barolo,,PIEMONTE,"€2,00","€2,60",0,"€0,00"
BARBERA D'ALBA,Vajra,,PIEMONTE,"€10,00","€13,00",0,"€0,00"
BARBERA D'ALBA,Cascina Fontana,,PIEMONTE,"€7,50","€9,75",0,"€0,00"
BARBERA D'ALBA,Rosso Giovanni,,PIEMONTE,"€9,50","€12,35",0,"€0,00"
BARBERA D'ALBA,Pelissero,2006,PIEMONTE,"€6,80","€8,84",0,"€0,00"
BARBERA D'ALBA,Mascarello B.,2015,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBERA D'ALBA,Mascarello B.,2016,PIEMONTE,"€18,00","€23,40",2,"€36,00"
BARBERA D'ALBA,Mascarello B.,2017,PIEMONTE,"€17,00","€22,10",0,"€0,00"
BARBERA D'ALBA,Mascarello B.,2017,PIEMONTE,"€22,00","€28,60",0,"€0,00"
BARBERA D'ALBA,Mascarello B.,2018,PIEMONTE,"€25,00","€32,50",1,"€25,00"
BARBERA D'ALBA,Mascarello B.,2019,PIEMONTE,"€27,00","€35,10",1,"€27,00"
BARBERA D'ALBA,Mascarello B.,2020,PIEMONTE,"€18,40","€23,92",1,"€18,40"
BARBERA D'ALBA,Mascarello B.,2021,PIEMONTE,"€21,00","€27,30",0,"€0,00"
BARBERA D'ALBA,Mascarello B.,2022,PIEMONTE,"€24,00","€31,20",6,"€144,00"
BARBERA D'ALBA,Mascarello B.,2023,PIEMONTE,"€24,00","€31,20",6,"€144,00"
BARBERA D'ALBA,Sandrone,2000,PIEMONTE,"€14,00","€18,20",0,"€0,00"
BARBERA D'ALBA BOSCHIS,Rivetti Dante,2018,PIEMONTE,"€12,00","€15,60",6,"€72,00"
BARBERA D'ALBA BRICCO OLIVE,Palladino,2020,PIEMONTE,"€11,50","€14,95",0,"€0,00"
BARBERA D'ALBA CASTLÈ,Barale,,PIEMONTE,"€6,00","€7,80",0,"€0,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2016,PIEMONTE,"€23,00","€29,90",0,"€0,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2019,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2020,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2021,PIEMONTE,"€30,00","€39,00",8,"€240,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2022,PIEMONTE,"€35,00","€45,50",6,"€210,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2023,PIEMONTE,"€35,00","€45,50",6,"€210,00"
BARBERA D'ALBA FRANCIA,Conterno Gia.,2015,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBERA D'ALBA FRANCIA 18,Conterno Gia.,,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BARBERA D'ALBA FRANCIA',Conterno Gia.,,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBERA D'ALBA MAGNUM ALABARDA,Rivetti Dante,,PIEMONTE,"€30,00","€39,00",2,"€60,00"
BARBERA D'ALBA MARA,Rivetti Dante,,PIEMONTE,"€6,00","€7,80",0,"€0,00"
BARBERA D'ASTI,Bel Colle,,PIEMONTE,"€7,50","€9,75",0,"€0,00"
BARBERA D'ASTI,Cavallero,,PIEMONTE,"€5,40","€7,02",0,"€0,00"
BARBERA D'ASTI BRICCO LAUDANA,Vinchio-Vaglio,,PIEMONTE,"€5,90","€7,67",0,"€0,00"
BARBERA D'ASTI LA CRENA,Vietti,,PIEMONTE,"€17,50","€22,75",0,"€0,00"
BARBERA D'ASTI SUP. OLIMBAUD,Pecchenino,,PIEMONTE,"€8,10","€10,53",0,"€0,00"
BARBERA DEL MONFERRATO,Mondalino Bricco,,PIEMONTE,"€3,75","€4,88",0,"€0,00"
BARBERA DEL MONTICINO DOC RIS,Il Monticino,2011,EMILIA ROMAGNA,"€12,00","€15,60",0,"€0,00"
BARBERA EMOZIONI,La Tenaglia,,PIEMONTE,"€17,50","€22,75",0,"€0,00"
BARBERA FRIZZANTE,Botti,,EMILIA ROMAGNA,"€3,90","€5,07",0,"€0,00"
BARBERA FRIZZANTE,La Marmocchia,,EMILIA ROMAGNA,"€3,60","€4,68",0,"€0,00"
BARBERA GALLINA,La Spinetta,2006,PIEMONTE,"€20,50","€26,65",0,"€0,00"
BARBERA GARO',Gradizzolo,,EMILIA ROMAGNA,"€6,80","€8,84",0,"€0,00"
BARBERA GINESTRA,Conterno Paolo,,PIEMONTE,"€8,90","€11,57",0,"€0,00"
BARBERA GIOVANE,Monsupello,,LOMBARDIA,"€5,00","€6,50",0,"€0,00"
BARBERA INVERNATA,Gradizzolo,,EMILIA ROMAGNA,"€5,80","€7,54",0,"€0,00"
BARBERA MARTIGNONE,San Vito,,EMILIA ROMAGNA,"€9,00","€11,70",0,"€0,00"
BARBERA MONTEGORGI,Isola,,EMILIA ROMAGNA,"€9,50","€12,35",6,"€57,00"
BARBERA MONTICINO MAGNUM,Il Monticino,,EMILIA ROMAGNA,"€20,00","€26,00",0,"€0,00"
BARBERA NAUNDA,Bric Cenciurio,,PIEMONTE,"€9,49","€12,34",0,"€0,00"
BARBERA PAOLINA,Baio,,PIEMONTE,"€5,50","€7,15",0,"€0,00"
BARBERA RIS GISEP,Massolino,,PIEMONTE,"€15,00","€19,50",24,"€360,00"
BARBERA RIS.,Rocche Costamagna,,PIEMONTE,"€8,50","€11,05",0,"€0,00"
BARBERA S.CATERINA,Porro,,PIEMONTE,"€7,80","€10,14",0,"€0,00"
BARBERA S.STEFANO PERNO,Mascarello G.,2018,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BARBERA SCUDETTO,Mascarello G.,,PIEMONTE,"€17,00","€22,10",0,"€0,00"
BARBERA SCUDETTO,Mascarello G.,2018,PIEMONTE,"€18,00","€23,40",0,"€0,00"
BARBERA SCUDETTO,Mascarello G.,2020,PIEMONTE,"€22,00","€28,60",0,"€0,00"
BARBERA SCUDETTO,Mascarello G.,2021,PIEMONTE,"€22,00","€28,60",5,"€110,00"
BARBERA SERRABOELLA,Cigliutti,,PIEMONTE,"€10,50","€13,65",0,"€0,00"
BARBERA SORÌ DEL DRAGO,Brovia,,PIEMONTE,"€8,25","€10,73",0,"€0,00"
BARBERA SUPERIORE,Grimaldi Bruna,,PIEMONTE,"€6,00","€7,80",0,"€0,00"
BARBERA SUPERIORE,Grimaldi Bruna,2016,PIEMONTE,"€7,20","€9,36",0,"€0,00"
BARBERA TRE VIGNE,Vietti,,PIEMONTE,"€7,20","€9,36",0,"€0,00"
BARBERA VIVACE,Bersano,,PIEMONTE,"€2,10","€2,73",0,"€0,00"
BARDOLINO,Cantina Di Soave,,VENETO,"€2,10","€2,73",0,"€0,00"
BARDOLINO,Buglioni,,VENETO,"€4,00","€5,20",0,"€0,00"
BARDOLINO,Cavalchina Piona,,VENETO,"€4,75","€6,18",0,"€0,00"
BARDOLINO CHIARETTO,Cantina Custoza,,VENETO,"€2,00","€2,60",0,"€0,00"
BARDOLINO CLASSICO COVIBO,San Vito,,EMILIA ROMAGNA,"€10,30","€13,39",0,"€0,00"
BARLUME,Madonia G.,2009,EMILIA ROMAGNA,"€9,50","€12,35",0,"€0,00"
BAROLO,Conterno Baluma,,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BAROLO,Marenco,,PIEMONTE,"€33,00","€42,90",12,"€396,00"
BAROLO,Pianpolvere,,PIEMONTE,"€58,50","€76,05",0,"€0,00"
BAROLO,Rivetti Dante,,PIEMONTE,"€18,00","€23,40",0,"€0,00"
BAROLO,Veglio Mauro,,PIEMONTE,"€19,50","€25,35",18,"€351,00"
BAROLO,Vinchio-Vaglio,,PIEMONTE,"€13,00","€16,90",0,"€0,00"
BAROLO,Bric Cenciurio,,PIEMONTE,"€15,00","€19,50",0,"€0,00"
BAROLO,Cascina Fontana,,PIEMONTE,"€18,00","€23,40",0,"€0,00"
BAROLO,Ghisolfi,,PIEMONTE,"€24,00","€31,20",0,"€0,00"
BAROLO,Merenda Sinoira,,PIEMONTE,"€25,00","€32,50",0,"€0,00"
BAROLO,Parusso,,PIEMONTE,"€18,00","€23,40",0,"€0,00"
BAROLO,Prunotto,,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BAROLO,Serafino,,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BAROLO,Giacosa Falletto,2001,PIEMONTE,"€80,00","€104,00",0,"€0,00"
BAROLO,Terre Di Barolo,2003,PIEMONTE,"€12,80","€16,64",0,"€0,00"
BAROLO,Massolino,2005,PIEMONTE,"€16,00","€20,80",0,"€0,00"
BAROLO,Tebavio,2005,PIEMONTE,"€15,90","€20,67",0,"€0,00"
BAROLO,Mascarello B.,2006,PIEMONTE,"€38,00","€49,40",0,"€0,00"
BAROLO,Massolino,2007,PIEMONTE,"€14,70","€19,11",0,"€0,00"
BAROLO,Mascarello B.,2009,PIEMONTE,"€39,10","€50,83",0,"€0,00"
BAROLO,Massolino,2009,PIEMONTE,"€15,00","€19,50",0,"€0,00"
BAROLO,Einaudi,2010,PIEMONTE,"€20,00","€26,00",0,"€0,00"
BAROLO,Mascarello B.,2010,PIEMONTE,"€42,55","€55,32",2,"€85,10"
BAROLO,Mascarello B.,2011,PIEMONTE,"€46,00","€59,80",1,"€46,00"
BAROLO,Mascarello B.,2012,PIEMONTE,"€48,00","€62,40",1,"€48,00"
BAROLO,Rocche Costamagna,2012,PIEMONTE,"€15,00","€19,50",0,"€0,00"
BAROLO,Mascarello B.,2013,PIEMONTE,"€48,00","€62,40",1,"€48,00"
BAROLO,Mascarello B.,2014,PIEMONTE,"€51,75","€67,28",1,"€51,75"
BAROLO,Mascarello B.,2015,PIEMONTE,"€56,00","€72,80",4,"€224,00"
BAROLO,Massolino,2015,PIEMONTE,"€15,90","€20,67",0,"€0,00"
BAROLO,Mascarello B.,2016,PIEMONTE,"€62,00","€80,60",0,"€0,00"
BAROLO,Massolino,2016,PIEMONTE,"€17,50","€22,75",0,"€0,00"
BAROLO,Mascarello B.,2017,PIEMONTE,"€56,00","€72,80",2,"€112,00"
BAROLO,Massolino,2017,PIEMONTE,"€17,50","€22,75",0,"€0,00"
BAROLO,Mascarello B.,2018,PIEMONTE,"€65,55","€85,22",0,"€0,00"
BAROLO,Massolino,2018,PIEMONTE,"€17,80","€23,14",0,"€0,00"
BAROLO,Mascarello B.,2019,PIEMONTE,"€72,50","€94,25",2,"€145,00"
BAROLO,Massolino,2019,PIEMONTE,"€20,50","€26,65",0,"€0,00"
BAROLO,Rocche Costamagna,2019,PIEMONTE,"€19,50","€25,35",0,"€0,00"
BAROLO,Mascarello B.,2020,PIEMONTE,"€76,00","€98,80",6,"€456,00"
BAROLO,Massolino,2020,PIEMONTE,"€18,50","€24,05",0,"€0,00"
BAROLO,Mascarello B.,2021,PIEMONTE,"€77,00","€100,10",6,"€462,00"
BAROLO,Massolino,2021,PIEMONTE,"€18,50","€24,05",12,"€222,00"
BAROLO,Abbona,2007,PIEMONTE,"€22,00","€28,60",0,"€0,00"
BAROLO,Brovia,2012,PIEMONTE,"€22,00","€28,60",0,"€0,00"
BAROLO,Conterno Diego,2013,PIEMONTE,"€5,80","€7,54",0,"€0,00"
BAROLO,Burlotto,2015,PIEMONTE,"€22,80","€29,64",0,"€0,00"
BAROLO,Bric Cenciurio,2016,PIEMONTE,"€16,00","€20,80",0,"€0,00"
